current,ancestor,distance
HP:0001177,HP:0001177,0
HP:0001177,HP:0100258,1
HP:0001177,HP:0001161,1
HP:0001177,HP:0001172,1
HP:0001177,HP:0010442,2
HP:0001177,HP:0009997,2
HP:0001177,HP:0001167,2
HP:0001177,HP:0011297,3
HP:0001177,HP:0004275,3
HP:0001177,HP:0005918,3
HP:0001177,HP:0001155,3
HP:0001177,HP:0002813,4
HP:0001177,HP:0009142,4
HP:0001177,HP:0002817,4
HP:0001177,HP:0011844,5
HP:0001177,HP:0040068,5
HP:0001177,HP:0040064,5
HP:0001177,HP:0011842,6
HP:0001177,HP:0000924,6
HP:0001177,HP:0000118,6
HP:0025144,HP:0025144,0
HP:0025144,HP:0025142,1
HP:0025144,HP:0000118,2
HP:0001176,HP:0001176,0
HP:0001176,HP:0005922,1
HP:0001176,HP:0001155,2
HP:0001176,HP:0002817,3
HP:0001176,HP:0040064,4
HP:0001176,HP:0000118,5
HP:0025143,HP:0025143,0
HP:0025143,HP:0025142,1
HP:0025143,HP:0000118,2
HP:0025142,HP:0025142,0
HP:0025142,HP:0000118,1
HP:0001178,HP:0001178,0
HP:0001178,HP:0001155,1
HP:0001178,HP:0002817,2
HP:0001178,HP:0040064,3
HP:0001178,HP:0000118,4
HP:0025141,HP:0025141,0
HP:0025141,HP:0000168,1
HP:0025141,HP:0010766,1
HP:0025141,HP:0011830,2
HP:0025141,HP:0000924,2
HP:0025141,HP:0000163,3
HP:0025141,HP:0000118,3
HP:0025141,HP:0031816,4
HP:0025141,HP:0000153,5
HP:0025141,HP:0000271,6
HP:0025141,HP:0000234,7
HP:0025141,HP:0000152,8
HP:0025148,HP:0025148,0
HP:0025148,HP:0000610,1
HP:0025148,HP:0000553,2
HP:0025148,HP:0001098,2
HP:0025148,HP:0012372,3
HP:0025148,HP:0004329,3
HP:0025148,HP:0000478,4
HP:0025148,HP:0000118,5
HP:0001172,HP:0001172,0
HP:0001172,HP:0001167,1
HP:0001172,HP:0001155,2
HP:0001172,HP:0011297,2
HP:0001172,HP:0002817,3
HP:0001172,HP:0002813,3
HP:0001172,HP:0040064,4
HP:0001172,HP:0011844,4
HP:0001172,HP:0040068,4
HP:0001172,HP:0000118,5
HP:0001172,HP:0011842,5
HP:0001172,HP:0000924,5
HP:0025147,HP:0025147,0
HP:0025147,HP:0008002,1
HP:0025147,HP:0001103,2
HP:0025147,HP:0000479,3
HP:0025147,HP:0001098,4
HP:0025147,HP:0004329,5
HP:0025147,HP:0012372,6
HP:0025147,HP:0000478,7
HP:0025147,HP:0000118,8
HP:0025146,HP:0025146,0
HP:0025146,HP:0000608,1
HP:0025146,HP:0000493,1
HP:0025146,HP:0000546,2
HP:0025146,HP:0001103,2
HP:0025146,HP:0000479,3
HP:0025146,HP:0001098,4
HP:0025146,HP:0004329,5
HP:0025146,HP:0012372,6
HP:0025146,HP:0000478,7
HP:0025146,HP:0000118,8
HP:0025145,HP:0025145,0
HP:0025145,HP:0025143,1
HP:0025145,HP:0025144,1
HP:0025145,HP:0025142,2
HP:0025145,HP:0000118,3
HP:0001171,HP:0001171,0
HP:0001171,HP:0100257,1
HP:0001171,HP:0001155,1
HP:0001171,HP:0002813,2
HP:0001171,HP:0002817,2
HP:0001171,HP:0011844,3
HP:0001171,HP:0040068,3
HP:0001171,HP:0040064,3
HP:0001171,HP:0011842,4
HP:0001171,HP:0000924,4
HP:0001171,HP:0000118,4
HP:0025140,HP:0025140,0
HP:0025140,HP:0025138,1
HP:0025140,HP:0025132,2
HP:0025140,HP:0003117,3
HP:0025140,HP:0008373,3
HP:0025140,HP:0000818,4
HP:0025140,HP:0000118,5
HP:0100920,HP:0100920,0
HP:0100920,HP:0100899,1
HP:0100920,HP:0009172,1
HP:0100920,HP:0005918,2
HP:0100920,HP:0004054,2
HP:0100920,HP:0004188,2
HP:0100920,HP:0001167,3
HP:0100920,HP:0011001,3
HP:0100920,HP:0001155,4
HP:0100920,HP:0011297,4
HP:0100920,HP:0004348,4
HP:0100920,HP:0002817,5
HP:0100920,HP:0002813,5
HP:0100920,HP:0011849,5
HP:0100920,HP:0040064,6
HP:0100920,HP:0011844,6
HP:0100920,HP:0040068,6
HP:0100920,HP:0003330,6
HP:0100920,HP:0000118,7
HP:0100920,HP:0011842,7
HP:0100920,HP:0000924,7
HP:0100923,HP:0100923,0
HP:0100923,HP:0011001,1
HP:0100923,HP:0000889,1
HP:0100923,HP:0004348,2
HP:0100923,HP:0000765,2
HP:0100923,HP:0011849,3
HP:0100923,HP:0009121,3
HP:0100923,HP:0003330,4
HP:0100923,HP:0011842,4
HP:0100923,HP:0000924,5
HP:0100923,HP:0000118,6
HP:0100924,HP:0100924,0
HP:0100924,HP:0100925,1
HP:0100924,HP:0010161,1
HP:0100924,HP:0011001,2
HP:0100924,HP:0001780,2
HP:0100924,HP:0004348,3
HP:0100924,HP:0011297,3
HP:0100924,HP:0001760,3
HP:0100924,HP:0011849,4
HP:0100924,HP:0002813,4
HP:0100924,HP:0002814,4
HP:0100924,HP:0003330,5
HP:0100924,HP:0011844,5
HP:0100924,HP:0040068,5
HP:0100924,HP:0040064,5
HP:0100924,HP:0011842,6
HP:0100924,HP:0000924,6
HP:0100924,HP:0000118,6
HP:0100921,HP:0100921,0
HP:0100921,HP:0100899,1
HP:0100921,HP:0004213,1
HP:0100921,HP:0005918,2
HP:0100921,HP:0004054,2
HP:0100921,HP:0004207,2
HP:0100921,HP:0001167,3
HP:0100921,HP:0011001,3
HP:0100921,HP:0001155,4
HP:0100921,HP:0011297,4
HP:0100921,HP:0004348,4
HP:0100921,HP:0002817,5
HP:0100921,HP:0002813,5
HP:0100921,HP:0011849,5
HP:0100921,HP:0040064,6
HP:0100921,HP:0011844,6
HP:0100921,HP:0040068,6
HP:0100921,HP:0003330,6
HP:0100921,HP:0000118,7
HP:0100921,HP:0011842,7
HP:0100921,HP:0000924,7
HP:0100922,HP:0100922,0
HP:0100922,HP:0100899,1
HP:0100922,HP:0009602,1
HP:0100922,HP:0005918,2
HP:0100922,HP:0004054,2
HP:0100922,HP:0001172,2
HP:0100922,HP:0009774,2
HP:0100922,HP:0001167,3
HP:0100922,HP:0011001,3
HP:0100922,HP:0001155,4
HP:0100922,HP:0011297,4
HP:0100922,HP:0004348,4
HP:0100922,HP:0002817,5
HP:0100922,HP:0002813,5
HP:0100922,HP:0011849,5
HP:0100922,HP:0040064,6
HP:0100922,HP:0011844,6
HP:0100922,HP:0040068,6
HP:0100922,HP:0003330,6
HP:0100922,HP:0000118,7
HP:0100922,HP:0011842,7
HP:0100922,HP:0000924,7
HP:0100927,HP:0100927,0
HP:0100927,HP:0100924,1
HP:0100927,HP:0100925,2
HP:0100927,HP:0010161,2
HP:0100927,HP:0011001,3
HP:0100927,HP:0001780,3
HP:0100927,HP:0004348,4
HP:0100927,HP:0011297,4
HP:0100927,HP:0001760,4
HP:0100927,HP:0011849,5
HP:0100927,HP:0002813,5
HP:0100927,HP:0002814,5
HP:0100927,HP:0003330,6
HP:0100927,HP:0011844,6
HP:0100927,HP:0040068,6
HP:0100927,HP:0040064,6
HP:0100927,HP:0011842,7
HP:0100927,HP:0000924,7
HP:0100927,HP:0000118,7
HP:0100928,HP:0100928,0
HP:0100928,HP:0100924,1
HP:0100928,HP:0100925,2
HP:0100928,HP:0010161,2
HP:0100928,HP:0011001,3
HP:0100928,HP:0001780,3
HP:0100928,HP:0004348,4
HP:0100928,HP:0011297,4
HP:0100928,HP:0001760,4
HP:0100928,HP:0011849,5
HP:0100928,HP:0002813,5
HP:0100928,HP:0002814,5
HP:0100928,HP:0003330,6
HP:0100928,HP:0011844,6
HP:0100928,HP:0040068,6
HP:0100928,HP:0040064,6
HP:0100928,HP:0011842,7
HP:0100928,HP:0000924,7
HP:0100928,HP:0000118,7
HP:0100925,HP:0100925,0
HP:0100925,HP:0011001,1
HP:0100925,HP:0004348,2
HP:0100925,HP:0011849,3
HP:0100925,HP:0003330,4
HP:0100925,HP:0011842,5
HP:0100925,HP:0000924,6
HP:0100925,HP:0000118,7
HP:0025139,HP:0025139,0
HP:0025139,HP:0025138,1
HP:0025139,HP:0025132,2
HP:0025139,HP:0003117,3
HP:0025139,HP:0008373,3
HP:0025139,HP:0000818,4
HP:0025139,HP:0000118,5
HP:0100926,HP:0100926,0
HP:0100926,HP:0100924,1
HP:0100926,HP:0100925,2
HP:0100926,HP:0010161,2
HP:0100926,HP:0011001,3
HP:0100926,HP:0001780,3
HP:0100926,HP:0004348,4
HP:0100926,HP:0011297,4
HP:0100926,HP:0001760,4
HP:0100926,HP:0011849,5
HP:0100926,HP:0002813,5
HP:0100926,HP:0002814,5
HP:0100926,HP:0003330,6
HP:0100926,HP:0011844,6
HP:0100926,HP:0040068,6
HP:0100926,HP:0040064,6
HP:0100926,HP:0011842,7
HP:0100926,HP:0000924,7
HP:0100926,HP:0000118,7
HP:0025138,HP:0025138,0
HP:0025138,HP:0025132,1
HP:0025138,HP:0003117,2
HP:0025138,HP:0008373,2
HP:0025138,HP:0000818,3
HP:0025138,HP:0000118,4
HP:0001169,HP:0001169,0
HP:0001169,HP:0100871,1
HP:0001169,HP:0001155,2
HP:0001169,HP:0002817,3
HP:0001169,HP:0040064,4
HP:0001169,HP:0000118,5
HP:0100929,HP:0100929,0
HP:0100929,HP:0100924,1
HP:0100929,HP:0100925,2
HP:0100929,HP:0010161,2
HP:0100929,HP:0011001,3
HP:0100929,HP:0001780,3
HP:0100929,HP:0004348,4
HP:0100929,HP:0011297,4
HP:0100929,HP:0001760,4
HP:0100929,HP:0011849,5
HP:0100929,HP:0002813,5
HP:0100929,HP:0002814,5
HP:0100929,HP:0003330,6
HP:0100929,HP:0011844,6
HP:0100929,HP:0040068,6
HP:0100929,HP:0040064,6
HP:0100929,HP:0011842,7
HP:0100929,HP:0000924,7
HP:0100929,HP:0000118,7
HP:0025133,HP:0025133,0
HP:0025133,HP:0025132,1
HP:0025133,HP:0003117,2
HP:0025133,HP:0008373,2
HP:0025133,HP:0000818,3
HP:0025133,HP:0000118,4
HP:0001188,HP:0001188,0
HP:0001188,HP:0005922,1
HP:0001188,HP:0001155,2
HP:0001188,HP:0002817,3
HP:0001188,HP:0040064,4
HP:0001188,HP:0000118,5
HP:0025132,HP:0025132,0
HP:0025132,HP:0003117,1
HP:0025132,HP:0008373,1
HP:0025132,HP:0000818,2
HP:0025132,HP:0000118,3
HP:0001187,HP:0001187,0
HP:0001187,HP:0006094,1
HP:0001187,HP:0006256,2
HP:0001187,HP:0001167,2
HP:0001187,HP:0001382,2
HP:0001187,HP:0011729,3
HP:0001187,HP:0001155,3
HP:0001187,HP:0011297,3
HP:0001187,HP:0011843,4
HP:0001187,HP:0002817,4
HP:0001187,HP:0002813,4
HP:0001187,HP:0000924,5
HP:0001187,HP:0040064,5
HP:0001187,HP:0011844,5
HP:0001187,HP:0040068,5
HP:0001187,HP:0000118,6
HP:0001187,HP:0011842,6
HP:0025131,HP:0025131,0
HP:0025131,HP:0001167,1
HP:0025131,HP:0001155,2
HP:0025131,HP:0011297,2
HP:0025131,HP:0002817,3
HP:0025131,HP:0002813,3
HP:0025131,HP:0040064,4
HP:0025131,HP:0011844,4
HP:0025131,HP:0040068,4
HP:0025131,HP:0000118,5
HP:0025131,HP:0011842,5
HP:0025131,HP:0000924,5
HP:0025130,HP:0025130,0
HP:0025130,HP:0025129,1
HP:0025130,HP:0012379,1
HP:0025130,HP:0002244,2
HP:0025130,HP:0001939,2
HP:0025130,HP:0002242,3
HP:0025130,HP:0000118,3
HP:0025130,HP:0012718,4
HP:0025130,HP:0025033,5
HP:0025130,HP:0011024,5
HP:0025130,HP:0025031,6
HP:0025137,HP:0025137,0
HP:0025137,HP:0025135,1
HP:0025137,HP:0025132,2
HP:0025137,HP:0003117,3
HP:0025137,HP:0008373,3
HP:0025137,HP:0000818,4
HP:0025137,HP:0000118,5
HP:0025136,HP:0025136,0
HP:0025136,HP:0025135,1
HP:0025136,HP:0025132,2
HP:0025136,HP:0003117,3
HP:0025136,HP:0008373,3
HP:0025136,HP:0000818,4
HP:0025136,HP:0000118,5
HP:0025135,HP:0025135,0
HP:0025135,HP:0025132,1
HP:0025135,HP:0003117,2
HP:0025135,HP:0008373,2
HP:0025135,HP:0000818,3
HP:0025135,HP:0000118,4
HP:0025134,HP:0025134,0
HP:0025134,HP:0025133,1
HP:0025134,HP:0025132,2
HP:0025134,HP:0003117,3
HP:0025134,HP:0008373,3
HP:0025134,HP:0000818,4
HP:0025134,HP:0000118,5
HP:0001180,HP:0001180,0
HP:0001180,HP:0009380,1
HP:0001180,HP:0012165,1
HP:0001180,HP:0006265,2
HP:0001180,HP:0011297,2
HP:0001180,HP:0001167,3
HP:0001180,HP:0005927,3
HP:0001180,HP:0002813,3
HP:0001180,HP:0001155,4
HP:0001180,HP:0006496,4
HP:0001180,HP:0011844,4
HP:0001180,HP:0040068,4
HP:0001180,HP:0002817,5
HP:0001180,HP:0045060,5
HP:0001180,HP:0011842,5
HP:0001180,HP:0040064,5
HP:0001180,HP:0000924,5
HP:0001180,HP:0009815,6
HP:0001180,HP:0000118,6
HP:0001180,HP:0009115,7
HP:0001182,HP:0001182,0
HP:0001182,HP:0100807,1
HP:0001182,HP:0001167,2
HP:0001182,HP:0001155,3
HP:0001182,HP:0011297,3
HP:0001182,HP:0002817,4
HP:0001182,HP:0002813,4
HP:0001182,HP:0040064,5
HP:0001182,HP:0011844,5
HP:0001182,HP:0040068,5
HP:0001182,HP:0000118,6
HP:0001182,HP:0011842,6
HP:0001182,HP:0000924,6
HP:0001181,HP:0001181,0
HP:0001181,HP:0001172,1
HP:0001181,HP:0001167,2
HP:0001181,HP:0001155,3
HP:0001181,HP:0011297,3
HP:0001181,HP:0002817,4
HP:0001181,HP:0002813,4
HP:0001181,HP:0040064,5
HP:0001181,HP:0011844,5
HP:0001181,HP:0040068,5
HP:0001181,HP:0000118,6
HP:0001181,HP:0011842,6
HP:0001181,HP:0000924,6
HP:0100930,HP:0100930,0
HP:0100930,HP:0100924,1
HP:0100930,HP:0100925,2
HP:0100930,HP:0010161,2
HP:0100930,HP:0011001,3
HP:0100930,HP:0001780,3
HP:0100930,HP:0004348,4
HP:0100930,HP:0011297,4
HP:0100930,HP:0001760,4
HP:0100930,HP:0011849,5
HP:0100930,HP:0002813,5
HP:0100930,HP:0002814,5
HP:0100930,HP:0003330,6
HP:0100930,HP:0011844,6
HP:0100930,HP:0040068,6
HP:0100930,HP:0040064,6
HP:0100930,HP:0011842,7
HP:0100930,HP:0000924,7
HP:0100930,HP:0000118,7
HP:0100931,HP:0100931,0
HP:0100931,HP:0100926,1
HP:0100931,HP:0100946,1
HP:0100931,HP:0100924,2
HP:0100931,HP:0010184,2
HP:0100931,HP:0100925,3
HP:0100931,HP:0010161,3
HP:0100931,HP:0011001,4
HP:0100931,HP:0001780,4
HP:0100931,HP:0004348,5
HP:0100931,HP:0011297,5
HP:0100931,HP:0001760,5
HP:0100931,HP:0011849,6
HP:0100931,HP:0002813,6
HP:0100931,HP:0002814,6
HP:0100931,HP:0003330,7
HP:0100931,HP:0011844,7
HP:0100931,HP:0040068,7
HP:0100931,HP:0040064,7
HP:0100931,HP:0011842,8
HP:0100931,HP:0000924,8
HP:0100931,HP:0000118,8
HP:0100934,HP:0100934,0
HP:0100934,HP:0100929,1
HP:0100934,HP:0100946,1
HP:0100934,HP:0100924,2
HP:0100934,HP:0010184,2
HP:0100934,HP:0100925,3
HP:0100934,HP:0010161,3
HP:0100934,HP:0011001,4
HP:0100934,HP:0001780,4
HP:0100934,HP:0004348,5
HP:0100934,HP:0011297,5
HP:0100934,HP:0001760,5
HP:0100934,HP:0011849,6
HP:0100934,HP:0002813,6
HP:0100934,HP:0002814,6
HP:0100934,HP:0003330,7
HP:0100934,HP:0011844,7
HP:0100934,HP:0040068,7
HP:0100934,HP:0040064,7
HP:0100934,HP:0011842,8
HP:0100934,HP:0000924,8
HP:0100934,HP:0000118,8
HP:0100935,HP:0100935,0
HP:0100935,HP:0100926,1
HP:0100935,HP:0100947,1
HP:0100935,HP:0100924,2
HP:0100935,HP:0010183,2
HP:0100935,HP:0100925,3
HP:0100935,HP:0010161,3
HP:0100935,HP:0011001,4
HP:0100935,HP:0001780,4
HP:0100935,HP:0004348,5
HP:0100935,HP:0011297,5
HP:0100935,HP:0001760,5
HP:0100935,HP:0011849,6
HP:0100935,HP:0002813,6
HP:0100935,HP:0002814,6
HP:0100935,HP:0003330,7
HP:0100935,HP:0011844,7
HP:0100935,HP:0040068,7
HP:0100935,HP:0040064,7
HP:0100935,HP:0011842,8
HP:0100935,HP:0000924,8
HP:0100935,HP:0000118,8
HP:0100932,HP:0100932,0
HP:0100932,HP:0100927,1
HP:0100932,HP:0100946,1
HP:0100932,HP:0100924,2
HP:0100932,HP:0010184,2
HP:0100932,HP:0100925,3
HP:0100932,HP:0010161,3
HP:0100932,HP:0011001,4
HP:0100932,HP:0001780,4
HP:0100932,HP:0004348,5
HP:0100932,HP:0011297,5
HP:0100932,HP:0001760,5
HP:0100932,HP:0011849,6
HP:0100932,HP:0002813,6
HP:0100932,HP:0002814,6
HP:0100932,HP:0003330,7
HP:0100932,HP:0011844,7
HP:0100932,HP:0040068,7
HP:0100932,HP:0040064,7
HP:0100932,HP:0011842,8
HP:0100932,HP:0000924,8
HP:0100932,HP:0000118,8
HP:0100933,HP:0100933,0
HP:0100933,HP:0100928,1
HP:0100933,HP:0100946,1
HP:0100933,HP:0100924,2
HP:0100933,HP:0010184,2
HP:0100933,HP:0100925,3
HP:0100933,HP:0010161,3
HP:0100933,HP:0011001,4
HP:0100933,HP:0001780,4
HP:0100933,HP:0004348,5
HP:0100933,HP:0011297,5
HP:0100933,HP:0001760,5
HP:0100933,HP:0011849,6
HP:0100933,HP:0002813,6
HP:0100933,HP:0002814,6
HP:0100933,HP:0003330,7
HP:0100933,HP:0011844,7
HP:0100933,HP:0040068,7
HP:0100933,HP:0040064,7
HP:0100933,HP:0011842,8
HP:0100933,HP:0000924,8
HP:0100933,HP:0000118,8
HP:0100938,HP:0100938,0
HP:0100938,HP:0100929,1
HP:0100938,HP:0100947,1
HP:0100938,HP:0100924,2
HP:0100938,HP:0010183,2
HP:0100938,HP:0100925,3
HP:0100938,HP:0010161,3
HP:0100938,HP:0011001,4
HP:0100938,HP:0001780,4
HP:0100938,HP:0004348,5
HP:0100938,HP:0011297,5
HP:0100938,HP:0001760,5
HP:0100938,HP:0011849,6
HP:0100938,HP:0002813,6
HP:0100938,HP:0002814,6
HP:0100938,HP:0003330,7
HP:0100938,HP:0011844,7
HP:0100938,HP:0040068,7
HP:0100938,HP:0040064,7
HP:0100938,HP:0011842,8
HP:0100938,HP:0000924,8
HP:0100938,HP:0000118,8
HP:0100939,HP:0100939,0
HP:0100939,HP:0100926,1
HP:0100939,HP:0100948,1
HP:0100939,HP:0010356,1
HP:0100939,HP:0100924,2
HP:0100939,HP:0010182,2
HP:0100939,HP:0010324,2
HP:0100939,HP:0100925,3
HP:0100939,HP:0010161,3
HP:0100939,HP:0010319,3
HP:0100939,HP:0011001,4
HP:0100939,HP:0001780,4
HP:0100939,HP:0004348,5
HP:0100939,HP:0011297,5
HP:0100939,HP:0001760,5
HP:0100939,HP:0011849,6
HP:0100939,HP:0002813,6
HP:0100939,HP:0002814,6
HP:0100939,HP:0003330,7
HP:0100939,HP:0011844,7
HP:0100939,HP:0040068,7
HP:0100939,HP:0040064,7
HP:0100939,HP:0011842,8
HP:0100939,HP:0000924,8
HP:0100939,HP:0000118,8
HP:0025129,HP:0025129,0
HP:0025129,HP:0002244,1
HP:0025129,HP:0002242,2
HP:0025129,HP:0012718,3
HP:0025129,HP:0025033,4
HP:0025129,HP:0011024,4
HP:0025129,HP:0025031,5
HP:0025129,HP:0000118,6
HP:0100936,HP:0100936,0
HP:0100936,HP:0100927,1
HP:0100936,HP:0100947,1
HP:0100936,HP:0100924,2
HP:0100936,HP:0010183,2
HP:0100936,HP:0100925,3
HP:0100936,HP:0010161,3
HP:0100936,HP:0011001,4
HP:0100936,HP:0001780,4
HP:0100936,HP:0004348,5
HP:0100936,HP:0011297,5
HP:0100936,HP:0001760,5
HP:0100936,HP:0011849,6
HP:0100936,HP:0002813,6
HP:0100936,HP:0002814,6
HP:0100936,HP:0003330,7
HP:0100936,HP:0011844,7
HP:0100936,HP:0040068,7
HP:0100936,HP:0040064,7
HP:0100936,HP:0011842,8
HP:0100936,HP:0000924,8
HP:0100936,HP:0000118,8
HP:0025128,HP:0025128,0
HP:0025128,HP:0040063,1
HP:0025128,HP:0009124,2
HP:0025128,HP:0003549,3
HP:0025128,HP:0000118,4
HP:0100937,HP:0100937,0
HP:0100937,HP:0100928,1
HP:0100937,HP:0100947,1
HP:0100937,HP:0100924,2
HP:0100937,HP:0010183,2
HP:0100937,HP:0100925,3
HP:0100937,HP:0010161,3
HP:0100937,HP:0011001,4
HP:0100937,HP:0001780,4
HP:0100937,HP:0004348,5
HP:0100937,HP:0011297,5
HP:0100937,HP:0001760,5
HP:0100937,HP:0011849,6
HP:0100937,HP:0002813,6
HP:0100937,HP:0002814,6
HP:0100937,HP:0003330,7
HP:0100937,HP:0011844,7
HP:0100937,HP:0040068,7
HP:0100937,HP:0040064,7
HP:0100937,HP:0011842,8
HP:0100937,HP:0000924,8
HP:0100937,HP:0000118,8
HP:0025127,HP:0025127,0
HP:0025127,HP:0008069,1
HP:0025127,HP:0011793,2
HP:0025127,HP:0000951,2
HP:0025127,HP:0002664,3
HP:0025127,HP:0001574,3
HP:0025127,HP:0000118,4
HP:0025122,HP:0025122,0
HP:0025122,HP:0025092,1
HP:0025122,HP:0011124,2
HP:0025122,HP:0011121,3
HP:0025122,HP:0000951,4
HP:0025122,HP:0001574,5
HP:0025122,HP:0000118,6
HP:0002487,HP:0002487,0
HP:0002487,HP:0100022,1
HP:0002487,HP:0012638,2
HP:0002487,HP:0000707,3
HP:0002487,HP:0000118,4
HP:0001155,HP:0001155,0
HP:0001155,HP:0002817,1
HP:0001155,HP:0040064,2
HP:0001155,HP:0000118,3
HP:0002488,HP:0002488,0
HP:0002488,HP:0001909,1
HP:0002488,HP:0004377,2
HP:0002488,HP:0001881,2
HP:0002488,HP:0001871,3
HP:0002488,HP:0011793,3
HP:0002488,HP:0010987,3
HP:0002488,HP:0000118,4
HP:0002488,HP:0002664,4
HP:0002488,HP:0032251,4
HP:0002488,HP:0002715,5
HP:0001156,HP:0001156,0
HP:0001156,HP:0011927,1
HP:0001156,HP:0011297,2
HP:0001156,HP:0002813,3
HP:0001156,HP:0011844,4
HP:0001156,HP:0040068,4
HP:0001156,HP:0011842,5
HP:0001156,HP:0040064,5
HP:0001156,HP:0000924,5
HP:0001156,HP:0000118,6
HP:0002486,HP:0002486,0
HP:0002486,HP:0011804,1
HP:0002486,HP:0003011,2
HP:0002486,HP:0000118,3
HP:0025126,HP:0025126,0
HP:0025126,HP:0025125,1
HP:0025126,HP:0011830,2
HP:0025126,HP:0000163,3
HP:0025126,HP:0031816,4
HP:0025126,HP:0000153,5
HP:0025126,HP:0000271,6
HP:0025126,HP:0000234,7
HP:0025126,HP:0000152,8
HP:0025126,HP:0000118,9
HP:0002483,HP:0002483,0
HP:0002483,HP:0012638,1
HP:0002483,HP:0000707,2
HP:0002483,HP:0000118,3
HP:0001151,HP:0001151,0
HP:0001151,HP:0007772,1
HP:0001151,HP:0000617,2
HP:0001151,HP:0000496,3
HP:0001151,HP:0012373,4
HP:0001151,HP:0000478,5
HP:0001151,HP:0000118,6
HP:0025125,HP:0025125,0
HP:0025125,HP:0011830,1
HP:0025125,HP:0000163,2
HP:0025125,HP:0031816,3
HP:0025125,HP:0000153,4
HP:0025125,HP:0000271,5
HP:0025125,HP:0000234,6
HP:0025125,HP:0000152,7
HP:0025125,HP:0000118,8
HP:0025124,HP:0025124,0
HP:0025124,HP:0000164,1
HP:0025124,HP:0000163,2
HP:0025124,HP:0031816,3
HP:0025124,HP:0000153,4
HP:0025124,HP:0000271,5
HP:0025124,HP:0000234,6
HP:0025124,HP:0000152,7
HP:0025124,HP:0000118,8
HP:0001153,HP:0001153,0
HP:0001153,HP:0000142,1
HP:0001153,HP:0000008,2
HP:0001153,HP:0010460,3
HP:0001153,HP:0000812,3
HP:0001153,HP:0012243,4
HP:0001153,HP:0000078,5
HP:0001153,HP:0000119,6
HP:0001153,HP:0000118,7
HP:0025123,HP:0025123,0
HP:0025123,HP:0011073,1
HP:0025123,HP:0011061,2
HP:0025123,HP:0000164,3
HP:0025123,HP:0000163,4
HP:0025123,HP:0031816,5
HP:0025123,HP:0000153,6
HP:0025123,HP:0000271,7
HP:0025123,HP:0000234,8
HP:0025123,HP:0000152,9
HP:0025123,HP:0000118,10
HP:0001152,HP:0001152,0
HP:0001152,HP:0000617,1
HP:0001152,HP:0000496,2
HP:0001152,HP:0012373,3
HP:0001152,HP:0000478,4
HP:0001152,HP:0000118,5
HP:0002480,HP:0002480,0
HP:0002480,HP:0001298,1
HP:0002480,HP:0012638,2
HP:0002480,HP:0000707,3
HP:0002480,HP:0000118,4
HP:0100941,HP:0100941,0
HP:0100941,HP:0100928,1
HP:0100941,HP:0100948,1
HP:0100941,HP:0100924,2
HP:0100941,HP:0010182,2
HP:0100941,HP:0100925,3
HP:0100941,HP:0010161,3
HP:0100941,HP:0011001,4
HP:0100941,HP:0001780,4
HP:0100941,HP:0004348,5
HP:0100941,HP:0011297,5
HP:0100941,HP:0001760,5
HP:0100941,HP:0011849,6
HP:0100941,HP:0002813,6
HP:0100941,HP:0002814,6
HP:0100941,HP:0003330,7
HP:0100941,HP:0011844,7
HP:0100941,HP:0040068,7
HP:0100941,HP:0040064,7
HP:0100941,HP:0011842,8
HP:0100941,HP:0000924,8
HP:0100941,HP:0000118,8
HP:0100942,HP:0100942,0
HP:0100942,HP:0100929,1
HP:0100942,HP:0100948,1
HP:0100942,HP:0100924,2
HP:0100942,HP:0010182,2
HP:0100942,HP:0100925,3
HP:0100942,HP:0010161,3
HP:0100942,HP:0011001,4
HP:0100942,HP:0001780,4
HP:0100942,HP:0004348,5
HP:0100942,HP:0011297,5
HP:0100942,HP:0001760,5
HP:0100942,HP:0011849,6
HP:0100942,HP:0002813,6
HP:0100942,HP:0002814,6
HP:0100942,HP:0003330,7
HP:0100942,HP:0011844,7
HP:0100942,HP:0040068,7
HP:0100942,HP:0040064,7
HP:0100942,HP:0011842,8
HP:0100942,HP:0000924,8
HP:0100942,HP:0000118,8
HP:0100940,HP:0100940,0
HP:0100940,HP:0100927,1
HP:0100940,HP:0100948,1
HP:0100940,HP:0100924,2
HP:0100940,HP:0010182,2
HP:0100940,HP:0100925,3
HP:0100940,HP:0010161,3
HP:0100940,HP:0011001,4
HP:0100940,HP:0001780,4
HP:0100940,HP:0004348,5
HP:0100940,HP:0011297,5
HP:0100940,HP:0001760,5
HP:0100940,HP:0011849,6
HP:0100940,HP:0002813,6
HP:0100940,HP:0002814,6
HP:0100940,HP:0003330,7
HP:0100940,HP:0011844,7
HP:0100940,HP:0040068,7
HP:0100940,HP:0040064,7
HP:0100940,HP:0011842,8
HP:0100940,HP:0000924,8
HP:0100940,HP:0000118,8
HP:0100945,HP:0100945,0
HP:0100945,HP:0100930,1
HP:0100945,HP:0100924,2
HP:0100945,HP:0100925,3
HP:0100945,HP:0010161,3
HP:0100945,HP:0011001,4
HP:0100945,HP:0001780,4
HP:0100945,HP:0004348,5
HP:0100945,HP:0011297,5
HP:0100945,HP:0001760,5
HP:0100945,HP:0011849,6
HP:0100945,HP:0002813,6
HP:0100945,HP:0002814,6
HP:0100945,HP:0003330,7
HP:0100945,HP:0011844,7
HP:0100945,HP:0040068,7
HP:0100945,HP:0040064,7
