current,ancestor,distance
HP:0010263,HP:0002813,6
HP:0010263,HP:0011849,6
HP:0010263,HP:0040064,6
HP:0010263,HP:0011842,6
HP:0010263,HP:0040068,7
HP:0010263,HP:0003330,7
HP:0010263,HP:0000118,7
HP:0010263,HP:0000924,7
HP:0009278,HP:0009278,0
HP:0009278,HP:0009273,1
HP:0009278,HP:0009465,1
HP:0009278,HP:0004097,2
HP:0009278,HP:0004188,2
HP:0009278,HP:0001193,2
HP:0009278,HP:0009484,3
HP:0009278,HP:0001167,3
HP:0009278,HP:0001155,4
HP:0009278,HP:0011297,4
HP:0009278,HP:0002817,5
HP:0009278,HP:0002813,5
HP:0009278,HP:0040064,6
HP:0009278,HP:0011844,6
HP:0009278,HP:0040068,6
HP:0009278,HP:0000118,7
HP:0009278,HP:0011842,7
HP:0009278,HP:0000924,7
HP:0011593,HP:0011593,0
HP:0011593,HP:0031055,1
HP:0011593,HP:0011587,2
HP:0011593,HP:0012303,3
HP:0011593,HP:0001679,4
HP:0011593,HP:0011004,5
HP:0011593,HP:0030962,5
HP:0011593,HP:0025015,6
HP:0011593,HP:0002597,7
HP:0011593,HP:0030680,7
HP:0011593,HP:0001626,8
HP:0011593,HP:0000118,9
HP:0010262,HP:0010262,0
HP:0010262,HP:0010233,1
HP:0010262,HP:0010244,1
HP:0010262,HP:0005920,2
HP:0010262,HP:0003842,2
HP:0010262,HP:0009833,2
HP:0010262,HP:0005924,3
HP:0010262,HP:0005918,3
HP:0010262,HP:0003839,3
HP:0010262,HP:0010582,3
HP:0010262,HP:0001155,4
HP:0010262,HP:0001167,4
HP:0010262,HP:0006505,4
HP:0010262,HP:0002817,4
HP:0010262,HP:0005930,4
HP:0010262,HP:0011297,5
HP:0010262,HP:0002813,5
HP:0010262,HP:0040064,5
HP:0010262,HP:0011314,5
HP:0010262,HP:0011844,6
HP:0010262,HP:0040068,6
HP:0010262,HP:0000118,6
HP:0010262,HP:0011842,7
HP:0010262,HP:0000924,7
HP:0009277,HP:0009277,0
HP:0009277,HP:0009274,1
HP:0009277,HP:0012785,2
HP:0009277,HP:0004188,2
HP:0009277,HP:0009473,3
HP:0009277,HP:0030044,3
HP:0009277,HP:0001167,3
HP:0009277,HP:0100360,4
HP:0009277,HP:0001155,4
HP:0009277,HP:0009810,4
HP:0009277,HP:0001371,4
HP:0009277,HP:0011297,4
HP:0009277,HP:0003121,5
HP:0009277,HP:0002817,5
HP:0009277,HP:0001367,5
HP:0009277,HP:0003549,5
HP:0009277,HP:0011729,5
HP:0009277,HP:0011805,5
HP:0009277,HP:0100261,5
HP:0009277,HP:0002813,5
HP:0009277,HP:0040064,6
HP:0009277,HP:0011842,6
HP:0009277,HP:0000118,6
HP:0009277,HP:0011843,6
HP:0009277,HP:0003011,6
HP:0009277,HP:0011844,6
HP:0009277,HP:0040068,6
HP:0009277,HP:0000924,7
HP:0009279,HP:0009279,0
HP:0009279,HP:0009273,1
HP:0009279,HP:0009466,1
HP:0009279,HP:0004097,2
HP:0009279,HP:0004188,2
HP:0009279,HP:0009485,2
HP:0009279,HP:0009484,3
HP:0009279,HP:0001167,3
HP:0009279,HP:0001155,4
HP:0009279,HP:0011297,4
HP:0009279,HP:0002817,5
HP:0009279,HP:0002813,5
HP:0009279,HP:0040064,6
HP:0009279,HP:0011844,6
HP:0009279,HP:0040068,6
HP:0009279,HP:0000118,7
HP:0009279,HP:0011842,7
HP:0009279,HP:0000924,7
HP:0011578,HP:0011578,0
HP:0011578,HP:0006695,1
HP:0011578,HP:0001671,2
HP:0011578,HP:0001627,3
HP:0011578,HP:0030680,4
HP:0011578,HP:0001626,5
HP:0011578,HP:0000118,6
HP:0010247,HP:0010247,0
HP:0010247,HP:0010243,1
HP:0010247,HP:0010229,1
HP:0010247,HP:0005920,2
HP:0010247,HP:0009832,2
HP:0010247,HP:0010578,2
HP:0010247,HP:0005924,3
HP:0010247,HP:0005918,3
HP:0010247,HP:0005930,3
HP:0010247,HP:0003839,4
HP:0010247,HP:0001155,4
HP:0010247,HP:0001167,4
HP:0010247,HP:0011314,4
HP:0010247,HP:0006505,5
HP:0010247,HP:0002817,5
HP:0010247,HP:0011297,5
HP:0010247,HP:0011844,5
HP:0010247,HP:0002813,6
HP:0010247,HP:0040064,6
HP:0010247,HP:0011842,6
HP:0010247,HP:0040068,7
HP:0010247,HP:0000118,7
HP:0010247,HP:0000924,7
HP:0011577,HP:0011577,0
HP:0011577,HP:0006695,1
HP:0011577,HP:0001671,2
HP:0011577,HP:0001627,3
HP:0011577,HP:0030680,4
HP:0011577,HP:0001626,5
HP:0011577,HP:0000118,6
HP:0010246,HP:0010246,0
HP:0010246,HP:0010243,1
HP:0010246,HP:0010228,1
HP:0010246,HP:0005920,2
HP:0010246,HP:0009832,2
HP:0010246,HP:0010577,2
HP:0010246,HP:0005924,3
HP:0010246,HP:0005918,3
HP:0010246,HP:0005930,3
HP:0010246,HP:0003839,4
HP:0010246,HP:0001155,4
HP:0010246,HP:0001167,4
HP:0010246,HP:0011314,4
HP:0010246,HP:0006505,5
HP:0010246,HP:0002817,5
HP:0010246,HP:0011297,5
HP:0010246,HP:0011844,5
HP:0010246,HP:0002813,6
HP:0010246,HP:0040064,6
HP:0010246,HP:0011842,6
HP:0010246,HP:0040068,7
HP:0010246,HP:0000118,7
HP:0010246,HP:0000924,7
HP:0011576,HP:0011576,0
HP:0011576,HP:0006695,1
HP:0011576,HP:0001671,2
HP:0011576,HP:0001627,3
HP:0011576,HP:0030680,4
HP:0011576,HP:0001626,5
HP:0011576,HP:0000118,6
HP:0010245,HP:0010245,0
HP:0010245,HP:0005920,1
HP:0010245,HP:0009834,1
HP:0010245,HP:0005924,2
HP:0010245,HP:0005918,2
HP:0010245,HP:0003839,3
HP:0010245,HP:0001155,3
HP:0010245,HP:0001167,3
HP:0010245,HP:0006505,4
HP:0010245,HP:0002817,4
HP:0010245,HP:0011297,4
HP:0010245,HP:0002813,5
HP:0010245,HP:0005930,5
HP:0010245,HP:0040064,5
HP:0010245,HP:0011844,6
HP:0010245,HP:0040068,6
HP:0010245,HP:0011314,6
HP:0010245,HP:0000118,6
HP:0010245,HP:0011842,7
HP:0010245,HP:0000924,7
HP:0011575,HP:0011575,0
HP:0011575,HP:0011574,1
HP:0011575,HP:0001702,1
HP:0011575,HP:0006705,2
HP:0011575,HP:0001654,3
HP:0011575,HP:0001627,4
HP:0011575,HP:0030680,5
HP:0011575,HP:0001626,6
HP:0011575,HP:0000118,7
HP:0010244,HP:0010244,0
HP:0010244,HP:0005920,1
HP:0010244,HP:0009833,1
HP:0010244,HP:0005924,2
HP:0010244,HP:0005918,2
HP:0010244,HP:0003839,3
HP:0010244,HP:0001155,3
HP:0010244,HP:0001167,3
HP:0010244,HP:0006505,4
HP:0010244,HP:0002817,4
HP:0010244,HP:0011297,4
HP:0010244,HP:0002813,5
HP:0010244,HP:0005930,5
HP:0010244,HP:0040064,5
HP:0010244,HP:0011844,6
HP:0010244,HP:0040068,6
HP:0010244,HP:0011314,6
HP:0010244,HP:0000118,6
HP:0010244,HP:0011842,7
HP:0010244,HP:0000924,7
HP:0010249,HP:0010249,0
HP:0010249,HP:0010243,1
HP:0010249,HP:0010231,1
HP:0010249,HP:0005920,2
HP:0010249,HP:0009832,2
HP:0010249,HP:0010580,2
HP:0010249,HP:0005924,3
HP:0010249,HP:0005918,3
HP:0010249,HP:0005930,3
HP:0010249,HP:0003839,4
HP:0010249,HP:0001155,4
HP:0010249,HP:0001167,4
HP:0010249,HP:0011314,4
HP:0010249,HP:0006505,5
HP:0010249,HP:0002817,5
HP:0010249,HP:0011297,5
HP:0010249,HP:0011844,5
HP:0010249,HP:0002813,6
HP:0010249,HP:0040064,6
HP:0010249,HP:0011842,6
HP:0010249,HP:0040068,7
HP:0010249,HP:0000118,7
HP:0010249,HP:0000924,7
HP:0010248,HP:0010248,0
HP:0010248,HP:0010243,1
HP:0010248,HP:0010230,1
HP:0010248,HP:0005920,2
HP:0010248,HP:0009832,2
HP:0010248,HP:0010579,2
HP:0010248,HP:0005924,3
HP:0010248,HP:0005918,3
HP:0010248,HP:0005930,3
HP:0010248,HP:0003839,4
HP:0010248,HP:0001155,4
HP:0010248,HP:0001167,4
HP:0010248,HP:0011314,4
HP:0010248,HP:0006505,5
HP:0010248,HP:0002817,5
HP:0010248,HP:0011297,5
HP:0010248,HP:0011844,5
HP:0010248,HP:0002813,6
HP:0010248,HP:0040064,6
HP:0010248,HP:0011842,6
HP:0010248,HP:0040068,7
HP:0010248,HP:0000118,7
HP:0010248,HP:0000924,7
HP:0011579,HP:0011579,0
HP:0011579,HP:0006695,1
HP:0011579,HP:0001671,2
HP:0011579,HP:0001627,3
HP:0011579,HP:0030680,4
HP:0011579,HP:0001626,5
HP:0011579,HP:0000118,6
HP:0009261,HP:0009261,0
HP:0009261,HP:0009393,1
HP:0009261,HP:0010268,1
HP:0009261,HP:0009248,1
HP:0009261,HP:0010228,2
HP:0009261,HP:0009174,2
HP:0009261,HP:0010245,2
HP:0009261,HP:0009284,2
HP:0009261,HP:0010577,3
HP:0009261,HP:0005920,3
HP:0009261,HP:0004188,3
HP:0009261,HP:0009834,3
HP:0009261,HP:0009172,3
HP:0009261,HP:0005930,4
HP:0009261,HP:0005924,4
HP:0009261,HP:0005918,4
HP:0009261,HP:0001167,4
HP:0009261,HP:0011314,5
HP:0009261,HP:0003839,5
HP:0009261,HP:0001155,5
HP:0009261,HP:0011297,5
HP:0009261,HP:0011844,6
HP:0009261,HP:0006505,6
HP:0009261,HP:0002817,6
HP:0009261,HP:0002813,6
HP:0009261,HP:0011842,7
HP:0009261,HP:0040064,7
HP:0009261,HP:0040068,7
HP:0009261,HP:0000924,8
HP:0009261,HP:0000118,8
HP:0010250,HP:0010250,0
HP:0010250,HP:0010232,1
HP:0010250,HP:0010243,1
HP:0010250,HP:0005920,2
HP:0010250,HP:0003841,2
HP:0010250,HP:0009832,2
HP:0010250,HP:0005924,3
HP:0010250,HP:0005918,3
HP:0010250,HP:0003839,3
HP:0010250,HP:0100168,3
HP:0010250,HP:0001155,4
HP:0010250,HP:0001167,4
HP:0010250,HP:0006505,4
HP:0010250,HP:0002817,4
HP:0010250,HP:0005930,4
HP:0010250,HP:0011297,5
HP:0010250,HP:0002813,5
HP:0010250,HP:0040064,5
HP:0010250,HP:0011314,5
HP:0010250,HP:0011844,6
HP:0010250,HP:0040068,6
HP:0010250,HP:0000118,6
HP:0010250,HP:0011842,7
HP:0010250,HP:0000924,7
HP:0011581,HP:0011581,0
HP:0011581,HP:0001711,1
HP:0011581,HP:0001713,2
HP:0011581,HP:0001627,3
HP:0011581,HP:0030680,4
HP:0011581,HP:0001626,5
HP:0011581,HP:0000118,6
HP:0009260,HP:0009260,0
HP:0009260,HP:0009403,1
HP:0009260,HP:0010256,1
HP:0009260,HP:0009249,1
HP:0009260,HP:0009174,2
HP:0009260,HP:0010238,2
HP:0009260,HP:0010243,2
HP:0009260,HP:0009282,2
HP:0009260,HP:0005920,3
HP:0009260,HP:0004188,3
HP:0009260,HP:0010587,3
HP:0009260,HP:0009832,3
HP:0009260,HP:0009172,3
HP:0009260,HP:0005924,4
HP:0009260,HP:0005918,4
HP:0009260,HP:0001167,4
HP:0009260,HP:0005930,4
HP:0009260,HP:0003839,5
HP:0009260,HP:0001155,5
HP:0009260,HP:0011297,5
HP:0009260,HP:0011314,5
HP:0009260,HP:0006505,6
HP:0009260,HP:0002817,6
HP:0009260,HP:0002813,6
HP:0009260,HP:0011844,6
HP:0009260,HP:0040064,7
HP:0009260,HP:0040068,7
HP:0009260,HP:0011842,7
HP:0009260,HP:0000118,8
HP:0009260,HP:0000924,8
HP:0011580,HP:0011580,0
HP:0011580,HP:0025523,1
HP:0011580,HP:0001633,2
HP:0011580,HP:0006705,3
HP:0011580,HP:0001654,4
HP:0011580,HP:0001627,5
HP:0011580,HP:0030680,6
HP:0011580,HP:0001626,7
HP:0011580,HP:0000118,8
HP:0009263,HP:0009263,0
HP:0009263,HP:0009395,1
HP:0009263,HP:0010270,1
HP:0009263,HP:0009248,1
HP:0009263,HP:0010230,2
HP:0009263,HP:0009174,2
HP:0009263,HP:0010245,2
HP:0009263,HP:0009284,2
HP:0009263,HP:0010579,3
HP:0009263,HP:0005920,3
HP:0009263,HP:0004188,3
HP:0009263,HP:0009834,3
HP:0009263,HP:0009172,3
HP:0009263,HP:0005930,4
HP:0009263,HP:0005924,4
HP:0009263,HP:0005918,4
HP:0009263,HP:0001167,4
HP:0009263,HP:0011314,5
HP:0009263,HP:0003839,5
HP:0009263,HP:0001155,5
HP:0009263,HP:0011297,5
HP:0009263,HP:0011844,6
HP:0009263,HP:0006505,6
HP:0009263,HP:0002817,6
HP:0009263,HP:0002813,6
HP:0009263,HP:0011842,7
HP:0009263,HP:0040064,7
HP:0009263,HP:0040068,7
HP:0009263,HP:0000924,8
HP:0009263,HP:0000118,8
HP:0009262,HP:0009262,0
HP:0009262,HP:0009394,1
HP:0009262,HP:0010269,1
HP:0009262,HP:0009248,1
HP:0009262,HP:0010229,2
HP:0009262,HP:0009174,2
HP:0009262,HP:0010245,2
HP:0009262,HP:0009284,2
HP:0009262,HP:0010578,3
HP:0009262,HP:0005920,3
HP:0009262,HP:0004188,3
HP:0009262,HP:0009834,3
HP:0009262,HP:0009172,3
HP:0009262,HP:0005930,4
HP:0009262,HP:0005924,4
HP:0009262,HP:0005918,4
HP:0009262,HP:0001167,4
HP:0009262,HP:0011314,5
HP:0009262,HP:0003839,5
HP:0009262,HP:0001155,5
HP:0009262,HP:0011297,5
HP:0009262,HP:0011844,6
HP:0009262,HP:0006505,6
HP:0009262,HP:0002817,6
HP:0009262,HP:0002813,6
HP:0009262,HP:0011842,7
HP:0009262,HP:0040064,7
HP:0009262,HP:0040068,7
HP:0009262,HP:0000924,8
HP:0009262,HP:0000118,8
HP:0009265,HP:0009265,0
HP:0009265,HP:0009397,1
HP:0009265,HP:0010272,1
HP:0009265,HP:0009248,1
HP:0009265,HP:0010232,2
HP:0009265,HP:0009174,2
HP:0009265,HP:0010245,2
HP:0009265,HP:0009284,2
HP:0009265,HP:0005920,3
HP:0009265,HP:0003841,3
HP:0009265,HP:0004188,3
HP:0009265,HP:0009834,3
HP:0009265,HP:0009172,3
HP:0009265,HP:0005924,4
HP:0009265,HP:0005918,4
HP:0009265,HP:0003839,4
HP:0009265,HP:0100168,4
HP:0009265,HP:0001167,4
HP:0009265,HP:0001155,5
HP:0009265,HP:0006505,5
HP:0009265,HP:0002817,5
HP:0009265,HP:0005930,5
HP:0009265,HP:0011297,5
HP:0009265,HP:0002813,6
HP:0009265,HP:0040064,6
HP:0009265,HP:0011314,6
HP:0009265,HP:0011844,7
HP:0009265,HP:0040068,7
HP:0009265,HP:0000118,7
HP:0009265,HP:0011842,8
HP:0009265,HP:0000924,8
HP:0011585,HP:0011585,0
HP:0011585,HP:0001683,1
HP:0011585,HP:0004307,2
HP:0011585,HP:0001627,3
HP:0011585,HP:0030680,4
HP:0011585,HP:0001626,5
HP:0011585,HP:0000118,6
HP:0010254,HP:0010254,0
HP:0010254,HP:0010243,1
HP:0010254,HP:0010236,1
HP:0010254,HP:0005920,2
HP:0010254,HP:0009832,2
HP:0010254,HP:0010585,2
HP:0010254,HP:0005924,3
HP:0010254,HP:0005918,3
HP:0010254,HP:0005930,3
HP:0010254,HP:0003839,4
HP:0010254,HP:0001155,4
HP:0010254,HP:0001167,4
HP:0010254,HP:0011314,4
HP:0010254,HP:0006505,5
HP:0010254,HP:0002817,5
HP:0010254,HP:0011297,5
HP:0010254,HP:0011844,5
HP:0010254,HP:0002813,6
HP:0010254,HP:0040064,6
HP:0010254,HP:0011842,6
HP:0010254,HP:0040068,7
HP:0010254,HP:0000118,7
HP:0010254,HP:0000924,7
HP:0009264,HP:0009264,0
HP:0009264,HP:0009396,1
HP:0009264,HP:0010271,1
HP:0009264,HP:0009248,1
HP:0009264,HP:0010231,2
HP:0009264,HP:0009174,2
HP:0009264,HP:0010245,2
HP:0009264,HP:0009284,2
HP:0009264,HP:0010580,3
HP:0009264,HP:0005920,3
HP:0009264,HP:0004188,3
HP:0009264,HP:0009834,3
HP:0009264,HP:0009172,3
HP:0009264,HP:0005930,4
HP:0009264,HP:0005924,4
HP:0009264,HP:0005918,4
HP:0009264,HP:0001167,4
HP:0009264,HP:0011314,5
HP:0009264,HP:0003839,5
HP:0009264,HP:0001155,5
HP:0009264,HP:0011297,5
HP:0009264,HP:0011844,6
HP:0009264,HP:0006505,6
HP:0009264,HP:0002817,6
HP:0009264,HP:0002813,6
HP:0009264,HP:0011842,7
HP:0009264,HP:0040064,7
HP:0009264,HP:0040068,7
HP:0009264,HP:0000924,8
HP:0009264,HP:0000118,8
HP:0011584,HP:0011584,0
HP:0011584,HP:0001683,1
HP:0011584,HP:0004307,2
HP:0011584,HP:0001627,3
HP:0011584,HP:0030680,4
HP:0011584,HP:0001626,5
HP:0011584,HP:0000118,6
HP:0010253,HP:0010253,0
HP:0010253,HP:0010235,1
HP:0010253,HP:0010243,1
HP:0010253,HP:0004288,2
HP:0010253,HP:0005920,2
HP:0010253,HP:0009832,2
HP:0010253,HP:0005924,3
HP:0010253,HP:0010584,3
HP:0010253,HP:0005918,3
HP:0010253,HP:0003839,4
HP:0010253,HP:0001155,4
HP:0010253,HP:0005930,4
HP:0010253,HP:0001167,4
HP:0010253,HP:0006505,5
HP:0010253,HP:0002817,5
HP:0010253,HP:0011314,5
HP:0010253,HP:0011297,5
HP:0010253,HP:0002813,6
HP:0010253,HP:0040064,6
HP:0010253,HP:0011844,6
HP:0010253,HP:0040068,7
HP:0010253,HP:0000118,7
HP:0010253,HP:0011842,7
HP:0010253,HP:0000924,8
HP:0009267,HP:0009267,0
HP:0009267,HP:0009399,1
HP:0009267,HP:0010274,1
HP:0009267,HP:0009248,1
HP:0009267,HP:0010234,2
HP:0009267,HP:0100920,2
HP:0009267,HP:0009174,2
HP:0009267,HP:0010245,2
HP:0009267,HP:0100917,2
HP:0009267,HP:0009284,2
HP:0009267,HP:0010583,3
HP:0009267,HP:0005920,3
HP:0009267,HP:0100899,3
HP:0009267,HP:0009172,3
HP:0009267,HP:0004188,3
HP:0009267,HP:0009834,3
HP:0009267,HP:0005930,4
HP:0009267,HP:0005924,4
HP:0009267,HP:0005918,4
HP:0009267,HP:0004054,4
HP:0009267,HP:0001167,4
HP:0009267,HP:0011314,5
HP:0009267,HP:0003839,5
HP:0009267,HP:0001155,5
HP:0009267,HP:0011001,5
HP:0009267,HP:0011297,5
HP:0009267,HP:0011844,6
HP:0009267,HP:0006505,6
HP:0009267,HP:0002817,6
HP:0009267,HP:0004348,6
HP:0009267,HP:0002813,6
HP:0009267,HP:0011842,7
HP:0009267,HP:0040064,7
HP:0009267,HP:0011849,7
HP:0009267,HP:0040068,7
HP:0009267,HP:0000924,8
HP:0009267,HP:0000118,8
HP:0009267,HP:0003330,8
HP:0011583,HP:0011583,0
HP:0011583,HP:0001683,1
HP:0011583,HP:0004307,2
HP:0011583,HP:0001627,3
HP:0011583,HP:0030680,4
HP:0011583,HP:0001626,5
HP:0011583,HP:0000118,6
HP:0010252,HP:0010252,0
HP:0010252,HP:0100915,1
HP:0010252,HP:0010243,1
HP:0010252,HP:0010234,1
HP:0010252,HP:0009832,2
HP:0010252,HP:0100899,2
HP:0010252,HP:0005920,2
HP:0010252,HP:0010583,2
HP:0010252,HP:0005918,3
HP:0010252,HP:0004054,3
HP:0010252,HP:0005924,3
HP:0010252,HP:0005930,3
HP:0010252,HP:0001167,4
HP:0010252,HP:0011001,4
HP:0010252,HP:0003839,4
HP:0010252,HP:0001155,4
HP:0010252,HP:0011314,4
HP:0010252,HP:0011297,5
HP:0010252,HP:0004348,5
HP:0010252,HP:0006505,5
HP:0010252,HP:0002817,5
HP:0010252,HP:0011844,5
HP:0010252,HP:0002813,6
HP:0010252,HP:0011849,6
HP:0010252,HP:0040064,6
HP:0010252,HP:0011842,6
HP:0010252,HP:0040068,7
HP:0010252,HP:0003330,7
HP:0010252,HP:0000118,7
HP:0010252,HP:0000924,7
HP:0009266,HP:0009266,0
HP:0009266,HP:0009398,1
HP:0009266,HP:0010273,1
HP:0009266,HP:0009248,1
HP:0009266,HP:0010233,2
HP:0009266,HP:0009174,2
HP:0009266,HP:0010245,2
HP:0009266,HP:0009284,2
HP:0009266,HP:0005920,3
HP:0009266,HP:0003842,3
HP:0009266,HP:0004188,3
HP:0009266,HP:0009834,3
HP:0009266,HP:0009172,3
HP:0009266,HP:0005924,4
HP:0009266,HP:0005918,4
HP:0009266,HP:0003839,4
HP:0009266,HP:0010582,4
HP:0009266,HP:0001167,4
HP:0009266,HP:0001155,5
HP:0009266,HP:0006505,5
HP:0009266,HP:0002817,5
HP:0009266,HP:0005930,5
HP:0009266,HP:0011297,5
HP:0009266,HP:0002813,6
HP:0009266,HP:0040064,6
HP:0009266,HP:0011314,6
HP:0009266,HP:0011844,7
HP:0009266,HP:0040068,7
HP:0009266,HP:0000118,7
HP:0009266,HP:0011842,8
HP:0009266,HP:0000924,8
HP:0011582,HP:0011582,0
HP:0011582,HP:0001683,1
HP:0011582,HP:0004307,2
HP:0011582,HP:0001627,3
HP:0011582,HP:0030680,4
HP:0011582,HP:0001626,5
HP:0011582,HP:0000118,6
HP:0010251,HP:0010251,0
HP:0010251,HP:0010243,1
HP:0010251,HP:0010233,1
HP:0010251,HP:0005920,2
HP:0010251,HP:0009832,2
HP:0010251,HP:0003842,2
HP:0010251,HP:0005924,3
HP:0010251,HP:0005918,3
HP:0010251,HP:0003839,3
HP:0010251,HP:0010582,3
HP:0010251,HP:0001155,4
HP:0010251,HP:0001167,4
HP:0010251,HP:0006505,4
HP:0010251,HP:0002817,4
HP:0010251,HP:0005930,4
HP:0010251,HP:0011297,5
HP:0010251,HP:0002813,5
HP:0010251,HP:0040064,5
HP:0010251,HP:0011314,5
HP:0010251,HP:0011844,6
HP:0010251,HP:0040068,6
HP:0010251,HP:0000118,6
HP:0010251,HP:0011842,7
HP:0010251,HP:0000924,7
HP:0009269,HP:0009269,0
HP:0009269,HP:0009401,1
HP:0009269,HP:0010276,1
HP:0009269,HP:0009248,1
HP:0009269,HP:0009174,2
HP:0009269,HP:0010236,2
HP:0009269,HP:0010245,2
HP:0009269,HP:0009284,2
HP:0009269,HP:0005920,3
HP:0009269,HP:0004188,3
HP:0009269,HP:0010585,3
HP:0009269,HP:0009834,3
HP:0009269,HP:0009172,3
HP:0009269,HP:0005924,4
HP:0009269,HP:0005918,4
HP:0009269,HP:0001167,4
HP:0009269,HP:0005930,4
HP:0009269,HP:0003839,5
HP:0009269,HP:0001155,5
HP:0009269,HP:0011297,5
HP:0009269,HP:0011314,5
HP:0009269,HP:0006505,6
HP:0009269,HP:0002817,6
HP:0009269,HP:0002813,6
HP:0009269,HP:0011844,6
HP:0009269,HP:0040064,7
HP:0009269,HP:0040068,7
HP:0009269,HP:0011842,7
HP:0009269,HP:0000118,8
HP:0009269,HP:0000924,8
HP:0009268,HP:0009268,0
HP:0009268,HP:0009400,1
HP:0009268,HP:0010275,1
HP:0009268,HP:0009248,1
HP:0009268,HP:0009174,2
HP:0009268,HP:0010235,2
HP:0009268,HP:0010245,2
HP:0009268,HP:0009284,2
HP:0009268,HP:0005920,3
HP:0009268,HP:0004188,3
HP:0009268,HP:0004288,3
HP:0009268,HP:0009834,3
HP:0009268,HP:0009172,3
HP:0009268,HP:0005924,4
HP:0009268,HP:0005918,4
HP:0009268,HP:0001167,4
HP:0009268,HP:0010584,4
HP:0009268,HP:0003839,5
HP:0009268,HP:0001155,5
HP:0009268,HP:0011297,5
HP:0009268,HP:0005930,5
HP:0009268,HP:0006505,6
HP:0009268,HP:0002817,6
HP:0009268,HP:0002813,6
HP:0009268,HP:0011314,6
HP:0009268,HP:0040064,7
HP:0009268,HP:0011844,7
HP:0009268,HP:0040068,7
HP:0009268,HP:0000118,8
HP:0009268,HP:0011842,8
HP:0009268,HP:0000924,8
HP:0011567,HP:0011567,0
HP:0011567,HP:0001631,1
HP:0011567,HP:0011994,2
HP:0011567,HP:0005120,2
HP:0011567,HP:0001671,3
HP:0011567,HP:0001627,3
HP:0011567,HP:0030680,4
HP:0011567,HP:0001626,5
HP:0011567,HP:0000118,6
HP:0010236,HP:0010236,0
HP:0010236,HP:0010585,1
HP:0010236,HP:0005920,1
HP:0010236,HP:0005930,2
HP:0010236,HP:0005924,2
HP:0010236,HP:0005918,2
HP:0010236,HP:0011314,3
HP:0010236,HP:0003839,3
HP:0010236,HP:0001155,3
HP:0010236,HP:0001167,3
HP:0010236,HP:0011844,4
HP:0010236,HP:0006505,4
HP:0010236,HP:0002817,4
HP:0010236,HP:0011297,4
HP:0010236,HP:0011842,5
HP:0010236,HP:0002813,5
HP:0010236,HP:0040064,5
HP:0010236,HP:0000924,6
HP:0010236,HP:0040068,6
HP:0010236,HP:0000118,6
HP:0012899,HP:0012899,0
HP:0012899,HP:0002486,1
HP:0012899,HP:0011804,2
HP:0012899,HP:0003011,3
HP:0012899,HP:0000118,4
HP:0011566,HP:0011566,0
HP:0011566,HP:0010774,1
HP:0011566,HP:0005120,2
HP:0011566,HP:0001627,3
HP:0011566,HP:0030680,4
HP:0011566,HP:0001626,5
HP:0011566,HP:0000118,6
HP:0010235,HP:0010235,0
HP:0010235,HP:0004288,1
HP:0010235,HP:0005920,1
HP:0010235,HP:0005924,2
HP:0010235,HP:0010584,2
HP:0010235,HP:0005918,2
HP:0010235,HP:0003839,3
HP:0010235,HP:0001155,3
HP:0010235,HP:0005930,3
HP:0010235,HP:0001167,3
HP:0010235,HP:0006505,4
HP:0010235,HP:0002817,4
HP:0010235,HP:0011314,4
HP:0010235,HP:0011297,4
HP:0010235,HP:0002813,5
HP:0010235,HP:0040064,5
HP:0010235,HP:0011844,5
HP:0010235,HP:0040068,6
HP:0010235,HP:0000118,6
HP:0010235,HP:0011842,6
HP:0010235,HP:0000924,7
HP:0011565,HP:0011565,0
HP:0011565,HP:0005120,1
HP:0011565,HP:0001627,2
HP:0011565,HP:0030680,3
HP:0011565,HP:0001626,4
HP:0011565,HP:0000118,5
HP:0010234,HP:0010234,0
HP:0010234,HP:0010583,1
HP:0010234,HP:0005920,1
HP:0010234,HP:0100899,1
HP:0010234,HP:0005930,2
HP:0010234,HP:0005924,2
HP:0010234,HP:0005918,2
HP:0010234,HP:0004054,2
HP:0010234,HP:0011314,3
HP:0010234,HP:0003839,3
HP:0010234,HP:0001155,3
HP:0010234,HP:0001167,3
HP:0010234,HP:0011001,3
HP:0010234,HP:0011844,4
HP:0010234,HP:0006505,4
HP:0010234,HP:0002817,4
HP:0010234,HP:0011297,4
HP:0010234,HP:0004348,4
HP:0010234,HP:0011842,5
HP:0010234,HP:0002813,5
HP:0010234,HP:0040064,5
HP:0010234,HP:0011849,5
HP:0010234,HP:0000924,6
HP:0010234,HP:0040068,6
HP:0010234,HP:0000118,6
HP:0010234,HP:0003330,6
HP:0011564,HP:0011564,0
HP:0011564,HP:0001633,1
HP:0011564,HP:0006705,2
HP:0011564,HP:0001654,3
HP:0011564,HP:0001627,4
HP:0011564,HP:0030680,5
HP:0011564,HP:0001626,6
HP:0011564,HP:0000118,7
HP:0010233,HP:0010233,0
HP:0010233,HP:0005920,1
HP:0010233,HP:0003842,1
HP:0010233,HP:0005924,2
HP:0010233,HP:0005918,2
HP:0010233,HP:0003839,2
HP:0010233,HP:0010582,2
HP:0010233,HP:0001155,3
HP:0010233,HP:0001167,3
HP:0010233,HP:0006505,3
HP:0010233,HP:0002817,3
HP:0010233,HP:0005930,3
HP:0010233,HP:0011297,4
HP:0010233,HP:0002813,4
HP:0010233,HP:0040064,4
